region,county,market,category,commodity,unit,priceflag,pricetype,price
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,658.88
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,2133.33
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,20.0
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,120.0
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,35.8
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,3280.0
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,23.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,13.67
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,1282.0
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,30.94
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,2889.0
Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize,KG,actual,Retail,30.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,11.77
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,1053.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,621.11
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,1020.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,38.18
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,2400.0
Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,actual,Wholesale,12.68
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,1148.0
Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,actual,Wholesale,29.9
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,2774.0
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,19.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,44.0
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,20.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,27.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,14.19
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,1273.6
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,955.55
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,2108.0
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,20.0
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,135.0
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,34.03
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,3032.0
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,31.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,14.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,1400.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes,50 KG,actual,Wholesale,894.44
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,actual,Wholesale,1670.0
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,31.47
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,3200.0
Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize,KG,actual,Retail,28.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,10.9
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,1000.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,736.11
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,1200.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,42.22
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,2675.0
Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,actual,Wholesale,12.73
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,1123.12
Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,actual,Wholesale,27.81
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,2758.75
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,20.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,44.0
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,20.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,27.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,13.34
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,1245.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1122.22
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,1877.5
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,24.0
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,140.0
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,31.98
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,3078.0
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,28.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,15.25
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,1400.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes,50 KG,actual,Wholesale,796.1
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,actual,Wholesale,1400.0
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,34.71
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,3467.0
Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize,KG,actual,Retail,28.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,11.27
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,1000.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,555.55
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,1400.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,40.76
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,2600.0
Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,actual,Wholesale,11.66
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,1061.9
Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,actual,Wholesale,33.17
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,3000.0
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,18.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,37.0
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,16.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,27.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,15.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,1337.5
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1402.77
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,1677.27
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,20.0
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,130.0
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,33.38
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,3107.0
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,20.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,15.47
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,1400.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes,50 KG,actual,Wholesale,850.42
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,actual,Wholesale,1400.0
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,38.2
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,3300.0
Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize,KG,actual,Retail,30.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,10.71
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,947.5
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,675.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,1340.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,43.47
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,2730.0
Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,actual,Wholesale,12.24
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,1062.5
Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,actual,Wholesale,33.36
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,3052.5
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,17.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,30.0
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,16.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,27.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,14.69
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,1322.5
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1544.44
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,1670.0
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,20.0
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,135.0
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,31.35
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,2810.0
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,23.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,15.45
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,1400.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes,50 KG,actual,Wholesale,807.18
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,actual,Wholesale,2510.0
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,34.48
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,3170.0
Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize,KG,actual,Retail,30.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,10.43
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,944.21
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,485.38
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,1189.47
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,46.45
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,2784.0
Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,actual,Wholesale,11.43
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,1035.42
Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,actual,Wholesale,33.49
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,3071.88
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,8.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,23.0
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,14.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,27.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,13.27
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,1193.8
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1636.11
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,1724.0
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,20.0
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,135.0
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,33.96
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,3056.0
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,22.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,15.03
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,1384.35
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes,50 KG,actual,Wholesale,830.91
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,actual,Wholesale,2021.74
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,38.56
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,3530.0
Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize,KG,actual,Retail,30.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,10.8
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,1027.5
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,645.82
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,1208.33
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,42.18
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,2729.0
Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,actual,Wholesale,11.69
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,1047.37
Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,actual,Wholesale,33.89
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,3050.0
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,8.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,30.0
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,12.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,27.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,12.71
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,1177.78
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1552.08
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,1721.05
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,20.0
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,130.0
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,32.29
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,3016.0
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,26.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,13.3
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,1225.56
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes,50 KG,actual,Wholesale,901.95
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,actual,Wholesale,1583.33
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,39.57
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,3600.0
Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize,KG,actual,Retail,31.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,12.76
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,1113.33
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,759.25
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,1166.67
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,46.57
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,2840.0
Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,actual,Wholesale,11.64
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,1078.57
Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,actual,Wholesale,34.37
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,3195.24
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,8.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,34.0
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,15.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,27.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,13.53
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,1242.86
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1119.04
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,1619.05
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,20.0
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,130.0
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,33.22
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,3071.0
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,33.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,14.24
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,1292.38
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes,50 KG,actual,Wholesale,929.16
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,actual,Wholesale,1438.1
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,34.96
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,3257.0
Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize,KG,actual,Retail,29.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,12.54
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,1171.43
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,830.68
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,1555.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,45.85
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,2772.0
Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,actual,Wholesale,13.16
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,1200.0
Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,actual,Wholesale,35.58
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,3194.44
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,9.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,35.0
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,15.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,27.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,13.17
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,1204.44
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,589.4
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,1570.59
Nairobi,Nairobi,Nairobi,milk and dairy,Milk,500 ML,actual,Retail,20.0
Nairobi,Nairobi,Nairobi,oil and fats,Oil,L,actual,Retail,125.0
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,33.66
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,90 KG,actual,Wholesale,3083.0
North Eastern,Mandera,Mandera,cereals and tubers,Maize,KG,actual,Retail,29.0
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,actual,Wholesale,14.14
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,90 KG,actual,Wholesale,1272.22
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes,50 KG,actual,Wholesale,867.52
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,actual,Wholesale,1400.0
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,actual,Wholesale,35.1
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,90 KG,actual,Wholesale,3200.0
Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize,KG,actual,Retail,30.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,13.15
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,1204.71
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,666.66
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,1359.08
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,actual,Wholesale,47.28
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,2800.0
Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,actual,Wholesale,13.2
Coast,Mombasa,Mombasa,cereals and tubers,Maize,90 KG,actual,Wholesale,1183.91
Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,actual,Wholesale,36.46
Coast,Mombasa,Mombasa,pulses and nuts,Beans,90 KG,actual,Wholesale,3310.87
Eastern,Kitui,Kitui,cereals and tubers,Maize,KG,actual,Retail,9.0
Eastern,Kitui,Kitui,cereals and tubers,Potatoes,50 KG,actual,Wholesale,1152.77
Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,actual,Wholesale,1100.0
Eastern,Kitui,Kitui,pulses and nuts,Beans,KG,actual,Retail,35.0
Eastern,Marsabit,Marsabit,cereals and tubers,Maize,KG,actual,Retail,15.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Beans,400 G,actual,Retail,28.0
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,13.4
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,90 KG,actual,Wholesale,1215.91
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes,50 KG,actual,Wholesale,557.22
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,actual,Wholesale,1665.22
